ZIP,LAT,LNG,zip_prefix,state_abb,city,state_full
26542,39.574651,-79.782809,265,WV,CLARKSBURG,west virginia
26543,39.664624,-79.999859,265,WV,CLARKSBURG,west virginia
26547,39.511738,-79.813851,265,WV,CLARKSBURG,west virginia
26554,39.465392,-80.109845000000007,265,WV,CLARKSBURG,west virginia
26559,39.501274,-80.168209,265,WV,CLARKSBURG,west virginia
26560,39.541991,-80.146976,265,WV,CLARKSBURG,west virginia
26562,39.647266,-80.460604,265,WV,CLARKSBURG,west virginia
26563,39.48238,-80.27357,265,WV,CLARKSBURG,west virginia
26568,39.424891,-80.277841,265,WV,CLARKSBURG,west virginia
26570,39.633955,-80.226835,265,WV,CLARKSBURG,west virginia
26571,39.526563,-80.262026,265,WV,CLARKSBURG,west virginia
26572,39.486629,-80.307759,265,WV,CLARKSBURG,west virginia
26574,39.588251,-80.188592,265,WV,CLARKSBURG,west virginia
26575,39.677768,-80.441399,265,WV,CLARKSBURG,west virginia
26576,39.492501,-80.254748,265,WV,CLARKSBURG,west virginia
26581,39.670691,-80.574747,265,WV,CLARKSBURG,west virginia
26582,39.528793,-80.380088,265,WV,CLARKSBURG,west virginia
26585,39.618451,-80.430782,265,WV,CLARKSBURG,west virginia
26586,39.521959,-80.101624,265,WV,CLARKSBURG,west virginia
26587,39.517883,-80.292761,265,WV,CLARKSBURG,west virginia
26588,39.578871,-80.143989,265,WV,CLARKSBURG,west virginia
26590,39.669082,-80.312306,265,WV,CLARKSBURG,west virginia
26591,39.451607,-80.296284,265,WV,CLARKSBURG,west virginia
26601,38.617423,-80.622737,266,WV,GASSAWAY,west virginia
26610,38.457591,-80.739509,266,WV,GASSAWAY,west virginia
26611,38.846104,-80.846298,266,WV,GASSAWAY,west virginia
26615,38.787252,-80.71919,266,WV,GASSAWAY,west virginia
26617,38.501096,-80.832446,266,WV,GASSAWAY,west virginia
26619,38.751656,-80.705437,266,WV,GASSAWAY,west virginia
26621,38.713341,-80.543405,266,WV,GASSAWAY,west virginia
26623,38.655505,-80.871607,266,WV,GASSAWAY,west virginia
26624,38.719427,-80.794832,266,WV,GASSAWAY,west virginia
26627,38.752473,-80.585064,266,WV,GASSAWAY,west virginia
26629,38.56367,-80.704268,266,WV,GASSAWAY,west virginia
26631,38.812867,-80.54048,266,WV,GASSAWAY,west virginia
26636,38.743911,-80.95825,266,WV,GASSAWAY,west virginia
26638,38.768006,-80.999466,266,WV,GASSAWAY,west virginia
26651,38.334344,-80.887038,266,WV,GASSAWAY,west virginia
26656,38.275784,-81.16267,266,WV,GASSAWAY,west virginia
26660,38.353505,-80.692042,266,WV,GASSAWAY,west virginia
26662,38.271503,-80.742058,266,WV,GASSAWAY,west virginia
26676,38.160011,-80.647778,266,WV,GASSAWAY,west virginia
26678,38.178882,-80.916062,266,WV,GASSAWAY,west virginia
26679,38.173997,-80.805128,266,WV,GASSAWAY,west virginia
26680,38.093333,-80.872973,266,WV,GASSAWAY,west virginia
26681,38.233199,-80.731681,266,WV,GASSAWAY,west virginia
26684,38.164963,-80.845681,266,WV,GASSAWAY,west virginia
26690,38.175264,-81.089305,266,WV,GASSAWAY,west virginia
26691,38.395337,-80.658321,266,WV,GASSAWAY,west virginia
26704,39.291551,-78.599287,267,MD,CUMBERLAND,maryland
26705,39.324555,-79.584376,267,MD,CUMBERLAND,maryland
26707,39.211453,-79.400613,267,MD,CUMBERLAND,maryland
26710,39.301767,-78.967619,267,MD,CUMBERLAND,maryland
26711,39.28347,-78.469379,267,MD,CUMBERLAND,maryland
26714,39.188475,-78.655159,267,MD,CUMBERLAND,maryland
26716,39.25273,-79.529486,267,MD,CUMBERLAND,maryland
26717,39.334155,-79.182508,267,MD,CUMBERLAND,maryland
26719,39.482791,-78.774834,267,MD,CUMBERLAND,maryland
26720,39.280293,-79.329586,267,MD,CUMBERLAND,maryland
26722,39.503126,-78.643193,267,MD,CUMBERLAND,maryland
26726,39.402845,-78.985452,267,MD,CUMBERLAND,maryland
26731,39.168595,-79.075355,267,MD,CUMBERLAND,maryland
26739,39.24835,-79.243252,267,MD,CUMBERLAND,maryland
26743,39.293949,-79.075293,267,MD,CUMBERLAND,maryland
26750,39.47667,-79.044691,267,MD,CUMBERLAND,maryland
26753,39.5632,-78.7915,267,MD,CUMBERLAND,maryland
26755,39.166376,-78.724626,267,MD,CUMBERLAND,maryland
26757,39.318195,-78.743841,267,MD,CUMBERLAND,maryland
26761,39.271397,-78.695001,267,MD,CUMBERLAND,maryland
26763,39.473037,-78.699175,267,MD,CUMBERLAND,maryland
26764,39.452071,-79.553425,267,MD,CUMBERLAND,maryland
26767,39.615903,-78.75716,267,MD,CUMBERLAND,maryland
26801,39.047799,-78.804288,268,WV,PETERSBURG,west virginia
26802,38.627463,-79.205234,268,WV,PETERSBURG,west virginia
26804,38.602696,-79.569209,268,WV,PETERSBURG,west virginia
26807,38.67445,-79.340618,268,WV,PETERSBURG,west virginia
26808,39.207894,-78.457442,268,WV,PETERSBURG,west virginia
26810,38.996545,-78.753667,268,WV,PETERSBURG,west virginia
26812,38.885774,-78.878032,268,WV,PETERSBURG,west virginia
26814,38.781086,-79.475798,268,WV,PETERSBURG,west virginia
26815,38.493516,-79.364475,268,WV,PETERSBURG,west virginia
26817,39.373773,-78.401579,268,WV,PETERSBURG,west virginia
26818,39.087625,-79.016499,268,WV,PETERSBURG,west virginia
26823,39.132607,-78.464071,268,WV,PETERSBURG,west virginia
26833,39.088814,-79.220549,268,WV,PETERSBURG,west virginia
26836,38.99824,-78.975114,268,WV,PETERSBURG,west virginia
26845,39.164519,-78.964204,268,WV,PETERSBURG,west virginia
26847,38.94914,-79.134534,268,WV,PETERSBURG,west virginia
26851,39.047099,-78.611026,268,WV,PETERSBURG,west virginia
26852,39.246727,-78.896354,268,WV,PETERSBURG,west virginia
26855,38.948051,-79.269009,268,WV,PETERSBURG,west virginia
26865,39.205938,-78.512135,268,WV,PETERSBURG,west virginia
26866,38.80061,-79.234329,268,WV,PETERSBURG,west virginia
26884,38.904902,-79.395514,268,WV,PETERSBURG,west virginia
27006,35.939004,-80.440264,270,NC,GREENSBORO,north carolina
27007,36.38972,-80.588467,270,NC,GREENSBORO,north carolina
27009,36.230931,-80.078657,270,NC,GREENSBORO,north carolina
27011,36.216506,-80.698517,270,NC,GREENSBORO,north carolina
27012,36.002457,-80.379291,270,NC,GREENSBORO,north carolina
27013,35.750492,-80.700075,270,NC,GREENSBORO,north carolina
27014,35.810049,-80.555744,270,NC,GREENSBORO,north carolina
27016,36.447462,-80.218816,270,NC,GREENSBORO,north carolina
27017,36.382016,-80.756218,270,NC,GREENSBORO,north carolina
27018,36.197106,-80.518235,270,NC,GREENSBORO,north carolina
27019,36.286886,-80.237725,270,NC,GREENSBORO,north carolina
27020,36.102925,-80.804054,270,NC,GREENSBORO,north carolina
27021,36.319389,-80.338592,270,NC,GREENSBORO,north carolina
27022,36.512166,-80.215604,270,NC,GREENSBORO,north carolina
27023,36.089784,-80.456712,270,NC,GREENSBORO,north carolina
27024,36.519237,-80.841179,270,NC,GREENSBORO,north carolina
27025,36.379051,-79.969387,270,NC,GREENSBORO,north carolina
27027,36.441759,-79.988878,270,NC,GREENSBORO,north carolina
27028,35.922771,-80.580443,270,NC,GREENSBORO,north carolina
27030,36.489802,-80.629164,270,NC,GREENSBORO,north carolina
27040,36.169312,-80.393045,270,NC,GREENSBORO,north carolina
27041,36.425262,-80.487201,270,NC,GREENSBORO,north carolina
27042,36.352819,-80.064203,270,NC,GREENSBORO,north carolina
27043,36.337246,-80.451911,270,NC,GREENSBORO,north carolina
27045,36.234398,-80.29607,270,NC,GREENSBORO,north carolina
27046,36.502219,-80.078264,270,NC,GREENSBORO,north carolina
27047,36.314134,-80.569112,270,NC,GREENSBORO,north carolina
27048,36.48259,-79.917692,270,NC,GREENSBORO,north carolina
27050,36.226442,-80.409707,270,NC,GREENSBORO,north carolina
27051,36.195946,-80.153401,270,NC,GREENSBORO,north carolina
27052,36.320755,-80.150453,270,NC,GREENSBORO,north carolina
27053,36.474276,-80.34785,270,NC,GREENSBORO,north carolina
27054,35.79254,-80.597888,270,NC,GREENSBORO,north carolina
27055,36.113864,-80.631592,270,NC,GREENSBORO,north carolina
27101,36.11085,-80.20043,271,NC,WINSTON-SALEM,north carolina
27103,36.05823,-80.321496,271,NC,WINSTON-SALEM,north carolina
27104,36.093687,-80.323532,271,NC,WINSTON-SALEM,north carolina
27105,36.163377,-80.233787,271,NC,WINSTON-SALEM,north carolina
27106,36.14391,-80.323157,271,NC,WINSTON-SALEM,north carolina
27107,36.013158,-80.175491,271,NC,WINSTON-SALEM,north carolina
27109,36.133928,-80.277635,271,NC,WINSTON-SALEM,north carolina
27110,36.08926,-80.22496,271,NC,WINSTON-SALEM,north carolina
27127,36.020708,-80.279817,271,NC,WINSTON-SALEM,north carolina
27201,36.034172,-79.484829,272,NC,GREENSBORO,north carolina
27203,35.728464,-79.786527,272,NC,GREENSBORO,north carolina
27205,35.638259,-79.850866,272,NC,GREENSBORO,north carolina
27207,35.607613,-79.390517,272,NC,GREENSBORO,north carolina
27208,35.56323,-79.542928,272,NC,GREENSBORO,north carolina
27209,35.343102,-79.753442,272,NC,GREENSBORO,north carolina
27212,36.480967,-79.279856,272,NC,GREENSBORO,north carolina
27214,36.206055,-79.671126,272,NC,GREENSBORO,north carolina
27215,36.027099,-79.491799,272,NC,GREENSBORO,north carolina
27217,36.190945,-79.380185,272,NC,GREENSBORO,north carolina
27229,35.265632,-79.775733,272,NC,GREENSBORO,north carolina
27231,36.207715,-79.169419,272,NC,GREENSBORO,north carolina
27233,35.892512,-79.70498,272,NC,GREENSBORO,north carolina
27235,36.089272,-80.012545,272,NC,GREENSBORO,north carolina
27239,35.60066,-80.090226,272,NC,GREENSBORO,north carolina
27242,35.329657,-79.648955,272,NC,GREENSBORO,north carolina
27243,36.066916,-79.198148,272,NC,GREENSBORO,north carolina
27244,36.215377,-79.48637,272,NC,GREENSBORO,north carolina
27248,35.783296,-79.716331,272,NC,GREENSBORO,north carolina
27249,36.154141,-79.582389,272,NC,GREENSBORO,north carolina
27252,35.566614,-79.349758,272,NC,GREENSBORO,north carolina
27253,35.966166,-79.347351,272,NC,GREENSBORO,north carolina
27258,36.010802,-79.291198,272,NC,GREENSBORO,north carolina
27260,35.954467,-79.987882,272,NC,GREENSBORO,north carolina
27262,35.963132,-80.041654,272,NC,GREENSBORO,north carolina
27263,35.911522,-79.936799,272,NC,GREENSBORO,north carolina
27265,36.012305,-80.030949,272,NC,GREENSBORO,north carolina
27278,36.090195,-79.086929,272,NC,GREENSBORO,north carolina
27281,35.187442,-79.625115,272,NC,GREENSBORO,north carolina
27282,35.988957,-79.928282,272,NC,GREENSBORO,north carolina
27283,35.951474,-79.635418,272,NC,GREENSBORO,north carolina
27284,36.116121,-80.081865,272,NC,GREENSBORO,north carolina
27288,36.497645,-79.750015,272,NC,GREENSBORO,north carolina
27291,36.418316,-79.168428,272,NC,GREENSBORO,north carolina
27292,35.738325,-80.207547,272,NC,GREENSBORO,north carolina
27295,35.871767,-80.31018,272,NC,GREENSBORO,north carolina
27298,35.885115,-79.567545,272,NC,GREENSBORO,north carolina
27299,35.752324,-80.386149,272,NC,GREENSBORO,north carolina
27301,36.11351,-79.665656,273,NC,GREENSBORO,north carolina
27302,36.14203,-79.266181,273,NC,GREENSBORO,north carolina
27305,36.526805,-79.233755,273,NC,GREENSBORO,north carolina
27306,35.225229,-79.980186,273,NC,GREENSBORO,north carolina
27310,36.174072,-79.992233,273,NC,GREENSBORO,north carolina
27311,36.479651,-79.472563,273,NC,GREENSBORO,north carolina
27312,35.756405,-79.209789,273,NC,GREENSBORO,north carolina
27313,35.930899,-79.758242,273,NC,GREENSBORO,north carolina
27314,36.31036,-79.19625,273,NC,GREENSBORO,north carolina
27315,36.51019,-79.403541,273,NC,GREENSBORO,north carolina
27316,35.697013,-79.625793,273,NC,GREENSBORO,north carolina
27317,35.840737,-79.802499,273,NC,GREENSBORO,north carolina
27320,36.341643,-79.657526,273,NC,GREENSBORO,north carolina
27325,35.463087,-79.584091,273,NC,GREENSBORO,north carolina
27326,36.464116,-79.556845,273,NC,GREENSBORO,north carolina
27330,35.514408,-79.195453,273,NC,GREENSBORO,north carolina
27332,35.384704,-79.137215,273,NC,GREENSBORO,north carolina
27340,35.945873,-79.317167,273,NC,GREENSBORO,north carolina
27341,35.523759,-79.695909,273,NC,GREENSBORO,north carolina
27343,36.503728,-79.091478,273,NC,GREENSBORO,north carolina
27344,35.722265,-79.433691,273,NC,GREENSBORO,north carolina
27349,35.901313,-79.416062,273,NC,GREENSBORO,north carolina
27350,35.808253,-79.888213,273,NC,GREENSBORO,north carolina
27355,35.794966,-79.574007,273,NC,GREENSBORO,north carolina
27356,35.436865,-79.804272,273,NC,GREENSBORO,north carolina
27357,36.2666,-79.970625,273,NC,GREENSBORO,north carolina
27358,36.228232,-79.880061,273,NC,GREENSBORO,north carolina
27360,35.86058,-80.099288,273,NC,GREENSBORO,north carolina
27370,35.80928,-79.978025,273,NC,GREENSBORO,north carolina
27371,35.406855,-79.968144,273,NC,GREENSBORO,north carolina
27376,35.239166,-79.53506,273,NC,GREENSBORO,north carolina
27377,36.042675,-79.608729,273,NC,GREENSBORO,north carolina
27379,36.374099,-79.334513,273,NC,GREENSBORO,north carolina
27401,36.06914,-79.765159,274,NC,GREENSBORO,north carolina
27403,36.065973,-79.824383,274,NC,GREENSBORO,north carolina
27405,36.114921,-79.73703,274,NC,GREENSBORO,north carolina
27406,36.000542,-79.764677,274,NC,GREENSBORO,north carolina
27407,36.008599,-79.87816,274,NC,GREENSBORO,north carolina
27408,36.103667,-79.813712,274,NC,GREENSBORO,north carolina
27409,36.103729,-79.93983,274,NC,GREENSBORO,north carolina
27410,36.117523,-79.894239,274,NC,GREENSBORO,north carolina
27455,36.187509,-79.817677,274,NC,GREENSBORO,north carolina
27501,35.484941,-78.68457,275,NC,RALEIGH,north carolina
27502,35.71525,-78.920992,275,NC,RALEIGH,north carolina
27503,36.152948,-78.884485,275,NC,RALEIGH,north carolina
27504,35.400309,-78.518278,275,NC,RALEIGH,north carolina
27505,35.423475,-79.001029,275,NC,RALEIGH,north carolina
27507,36.513542,-78.569494,275,NC,RALEIGH,north carolina
27508,35.956874,-78.248144,275,NC,RALEIGH,north carolina
27509,36.11864,-78.781001,275,NC,RALEIGH,north carolina
27510,35.915783,-79.082604,275,NC,RALEIGH,north carolina
27511,35.763414,-78.788528,275,NC,RALEIGH,north carolina
27513,35.802102,-78.802719,275,NC,RALEIGH,north carolina
27514,35.96674,-79.049419,275,NC,RALEIGH,north carolina
27516,35.906197,-79.154855,275,NC,RALEIGH,north carolina
27517,35.850468,-79.023121,275,NC,RALEIGH,north carolina
27518,35.731139,-78.773206,275,NC,RALEIGH,north carolina
27519,35.808578,-78.883326,275,NC,RALEIGH,north carolina
27520,35.619732,-78.477026,275,NC,RALEIGH,north carolina
27521,35.412121,-78.655865,275,NC,RALEIGH,north carolina
27522,36.105618,-78.675202,275,NC,RALEIGH,north carolina
27523,35.773618,-78.956926,275,NC,RALEIGH,north carolina
27524,35.394563,-78.387595,275,NC,RALEIGH,north carolina
27525,36.136109,-78.458098,275,NC,RALEIGH,north carolina
27526,35.54401,-78.829824,275,NC,RALEIGH,north carolina
27527,35.653948,-78.381715,275,NC,RALEIGH,north carolina
27529,35.655625,-78.584906,275,NC,RALEIGH,north carolina
27530,35.381174,-78.062514,275,NC,RALEIGH,north carolina
27531,35.342994,-77.964411,275,NC,RALEIGH,north carolina
27534,35.373478,-77.896666,275,NC,RALEIGH,north carolina
27536,36.326731,-78.409125,275,NC,RALEIGH,north carolina
27537,36.371801,-78.397878,275,NC,RALEIGH,north carolina
27539,35.676537,-78.813444,275,NC,RALEIGH,north carolina
27540,35.615062,-78.891559,275,NC,RALEIGH,north carolina
27541,36.264862,-79.083217,275,NC,RALEIGH,north carolina
27542,35.618293,-78.136838,275,NC,RALEIGH,north carolina
27544,36.19973,-78.446559,275,NC,RALEIGH,north carolina
27545,35.78372,-78.478238,275,NC,RALEIGH,north carolina
27546,35.385317,-78.862107,275,NC,RALEIGH,north carolina
27549,36.101663,-78.232233,275,NC,RALEIGH,north carolina
27551,36.432843,-78.05017,275,NC,RALEIGH,north carolina
27553,36.4865,-78.302793,275,NC,RALEIGH,north carolina
27555,35.562683,-78.204133,275,NC,RALEIGH,north carolina
27556,36.40839,-78.314748,275,NC,RALEIGH,north carolina
27557,35.779135,-78.198512,275,NC,RALEIGH,north carolina
27559,35.628213,-79.102818,275,NC,RALEIGH,north carolina
27560,35.857892,-78.827698,275,NC,RALEIGH,north carolina
27562,35.640448,-78.990037,275,NC,RALEIGH,north carolina
27563,36.41571,-78.229388,275,NC,RALEIGH,north carolina
27565,36.361651,-78.648952,275,NC,RALEIGH,north carolina
27568,35.510124,-78.245099,275,NC,RALEIGH,north carolina
27569,35.429065,-78.182749,275,NC,RALEIGH,north carolina
27571,35.91949,-78.458036,275,NC,RALEIGH,north carolina
27572,36.255106,-78.877494,275,NC,RALEIGH,north carolina
27573,36.396597,-78.976099,275,NC,RALEIGH,north carolina
27574,36.478361,-78.864911,275,NC,RALEIGH,north carolina
27576,35.577524,-78.261311,275,NC,RALEIGH,north carolina
27577,35.489638,-78.332894,275,NC,RALEIGH,north carolina
27581,36.199608,-78.728985,275,NC,RALEIGH,north carolina
27582,36.467324,-78.576588,275,NC,RALEIGH,north carolina
27583,36.292958,-78.935362,275,NC,RALEIGH,north carolina
27587,35.986719,-78.554351,275,NC,RALEIGH,north carolina
27589,36.322541,-78.133484,275,NC,RALEIGH,north carolina
27591,35.78417,-78.388983,275,NC,RALEIGH,north carolina
27592,35.557356,-78.672245,275,NC,RALEIGH,north carolina
27596,35.999902,-78.435089,275,NC,RALEIGH,north carolina
27597,35.841015,-78.30268,275,NC,RALEIGH,north carolina
27601,35.773632,-78.634457,276,NC,RALEIGH,north carolina
27603,35.664418,-78.652751,276,NC,RALEIGH,north carolina
27604,35.822789,-78.561648,276,NC,RALEIGH,north carolina
27605,35.790609,-78.654594,276,NC,RALEIGH,north carolina
27606,35.742323,-78.715478,276,NC,RALEIGH,north carolina
27607,35.813106,-78.721175,276,NC,RALEIGH,north carolina
27608,35.809046,-78.647228,276,NC,RALEIGH,north carolina
27609,35.843765,-78.633643,276,NC,RALEIGH,north carolina
27610,35.7444,-78.546278,276,NC,RALEIGH,north carolina
27612,35.855753,-78.707038,276,NC,RALEIGH,north carolina
27613,35.926102,-78.711414,276,NC,RALEIGH,north carolina
27614,35.945927,-78.619492,276,NC,RALEIGH,north carolina
27615,35.8985,-78.635485,276,NC,RALEIGH,north carolina
27616,35.866734,-78.541216,276,NC,RALEIGH,north carolina
27617,35.907875,-78.77296,276,NC,RALEIGH,north carolina
27701,35.99924,-78.897944,277,NC,DURHAM,north carolina
27703,35.959253,-78.806827,277,NC,DURHAM,north carolina
27704,36.042446,-78.828771,277,NC,DURHAM,north carolina
27705,36.022136,-78.975659,277,NC,DURHAM,north carolina
27707,35.954525,-78.953317,277,NC,DURHAM,north carolina
27709,35.924393,-78.832764,277,NC,DURHAM,north carolina
27712,36.095476,-78.904083,277,NC,DURHAM,north carolina
27713,35.89504,-78.923747,277,NC,DURHAM,north carolina
27801,35.913445,-77.7257,278,NC,ROCKY MOUNT,north carolina
27803,35.903051,-77.856172,278,NC,ROCKY MOUNT,north carolina
27804,35.989146,-77.842675,278,NC,ROCKY MOUNT,north carolina
27805,36.207741,-77.084248,278,NC,ROCKY MOUNT,north carolina
27806,35.304999,-76.756067,278,NC,ROCKY MOUNT,north carolina
27807,35.804514,-78.095537,278,NC,ROCKY MOUNT,north carolina
27808,35.467089,-76.759752,278,NC,ROCKY MOUNT,north carolina
27809,36.016777,-77.741619,278,NC,ROCKY MOUNT,north carolina
27810,35.531731,-76.525506,278,NC,ROCKY MOUNT,north carolina
27812,35.815619,-77.36924,278,NC,ROCKY MOUNT,north carolina
27813,35.634699,-77.937717,278,NC,ROCKY MOUNT,north carolina
27814,35.398663,-76.918808,278,NC,ROCKY MOUNT,north carolina
27816,36.108992,-78.070319,278,NC,ROCKY MOUNT,north carolina
27817,35.447982,-77.072002,278,NC,ROCKY MOUNT,north carolina
27818,36.499725,-77.018505,278,NC,ROCKY MOUNT,north carolina
27819,35.815994,-77.454941,278,NC,ROCKY MOUNT,north carolina
27820,36.421515,-77.241567,278,NC,ROCKY MOUNT,north carolina
27821,35.322066,-76.874087,278,NC,ROCKY MOUNT,north carolina
27822,35.807012,-77.840457,278,NC,ROCKY MOUNT,north carolina
27823,36.209653,-77.713733,278,NC,ROCKY MOUNT,north carolina
27824,35.513209,-76.037172,278,NC,ROCKY MOUNT,north carolina
27825,35.832804,-77.174424,278,NC,ROCKY MOUNT,north carolina
27826,35.595458,-76.206221,278,NC,ROCKY MOUNT,north carolina
27827,35.696636,-77.513239,278,NC,ROCKY MOUNT,north carolina
27828,35.585152,-77.577194,278,NC,ROCKY MOUNT,north carolina
27829,35.683966,-77.626467,278,NC,ROCKY MOUNT,north carolina
27830,35.564168,-77.950309,278,NC,ROCKY MOUNT,north carolina
27831,36.463087,-77.570553,278,NC,ROCKY MOUNT,north carolina
27832,36.519809,-77.740128,278,NC,ROCKY MOUNT,north carolina
27834,35.657296,-77.379187,278,NC,ROCKY MOUNT,north carolina
27837,35.513865,-77.2046,278,NC,ROCKY MOUNT,north carolina
27839,36.284912,-77.55688,278,NC,ROCKY MOUNT,north carolina
27840,35.982689,-77.214599,278,NC,ROCKY MOUNT,north carolina
27841,35.908501,-77.276319,278,NC,ROCKY MOUNT,north carolina
27842,36.526749,-77.851988,278,NC,ROCKY MOUNT,north carolina
27843,35.99556,-77.39999,278,NC,ROCKY MOUNT,north carolina
27844,36.249497,-77.943156,278,NC,ROCKY MOUNT,north carolina
27845,36.371267,-77.43999,278,NC,ROCKY MOUNT,north carolina
27846,35.758568,-76.897527,278,NC,ROCKY MOUNT,north carolina
27847,36.183169,-77.194668,278,NC,ROCKY MOUNT,north carolina
27849,36.077306,-77.215025,278,NC,ROCKY MOUNT,north carolina
27850,36.412391,-77.880191,278,NC,ROCKY MOUNT,north carolina
27851,35.640083,-78.030678,278,NC,ROCKY MOUNT,north carolina
27852,35.750459,-77.636931,278,NC,ROCKY MOUNT,north carolina
27853,36.50858,-77.285626,278,NC,ROCKY MOUNT,north carolina
27855,36.415601,-77.069301,278,NC,ROCKY MOUNT,north carolina
27856,36.01368,-77.980574,278,NC,ROCKY MOUNT,north carolina
27857,35.972793,-77.286253,278,NC,ROCKY MOUNT,north carolina
27858,35.53175,-77.283888,278,NC,ROCKY MOUNT,north carolina
27860,35.650061,-76.676197,278,NC,ROCKY MOUNT,north carolina
27861,35.814846,-77.320207,278,NC,ROCKY MOUNT,north carolina
27862,36.490175,-77.188291,278,NC,ROCKY MOUNT,north carolina
27863,35.488144,-77.97173,278,NC,ROCKY MOUNT,north carolina
27864,35.807034,-77.651372,278,NC,ROCKY MOUNT,north carolina
27865,35.656239,-76.851605,278,NC,ROCKY MOUNT,north carolina
27866,36.519869,-77.514565,278,NC,ROCKY MOUNT,north carolina
27869,36.267105,-77.313433,278,NC,ROCKY MOUNT,north carolina
27870,36.418933,-77.71576,278,NC,ROCKY MOUNT,north carolina
27871,35.802069,-77.260565,278,NC,ROCKY MOUNT,north carolina
27872,36.192755,-77.253865,278,NC,ROCKY MOUNT,north carolina
27873,35.653592,-77.775232,278,NC,ROCKY MOUNT,north carolina
27874,36.130108,-77.393225,278,NC,ROCKY MOUNT,north carolina
27875,35.455706,-76.504667,278,NC,ROCKY MOUNT,north carolina
27876,36.471995,-77.391332,278,NC,ROCKY MOUNT,north carolina
27878,35.86688,-77.834929,278,NC,ROCKY MOUNT,north carolina
27879,35.574391,-77.279486,278,NC,ROCKY MOUNT,north carolina
27880,35.730736,-78.080589,278,NC,ROCKY MOUNT,north carolina
27881,35.978414,-77.436573,278,NC,ROCKY MOUNT,north carolina
27882,35.941655,-78.115598,278,NC,ROCKY MOUNT,north carolina
27883,35.600536,-77.803696,278,NC,ROCKY MOUNT,north carolina
27884,35.70352,-77.266635,278,NC,ROCKY MOUNT,north carolina
27885,35.386414,-76.285856,278,NC,ROCKY MOUNT,north carolina
27886,35.904533,-77.511658,278,NC,ROCKY MOUNT,north carolina
27888,35.589277,-77.71595,278,NC,ROCKY MOUNT,north carolina
27889,35.582322,-77.012337,278,NC,ROCKY MOUNT,north carolina
27890,36.41418,-77.587745,278,NC,ROCKY MOUNT,north carolina
27891,36.097735,-77.742789,278,NC,ROCKY MOUNT,north carolina
27892,35.812319,-77.05163,278,NC,ROCKY MOUNT,north carolina
27893,35.688948,-77.896676,278,NC,ROCKY MOUNT,north carolina
27896,35.790766,-77.976733,278,NC,ROCKY MOUNT,north carolina
27897,36.324988,-77.210701,278,NC,ROCKY MOUNT,north carolina
27909,36.288605,-76.268734,279,NC,ROCKY MOUNT,north carolina
27910,36.290066,-76.993185,279,NC,ROCKY MOUNT,north carolina
27915,35.33695,-75.517266,279,NC,ROCKY MOUNT,north carolina
27916,36.322012,-75.915131,279,NC,ROCKY MOUNT,north carolina
27917,36.355145,-75.997481,279,NC,ROCKY MOUNT,north carolina
27919,36.308171,-76.504283,279,NC,ROCKY MOUNT,north carolina
27920,35.259518,-75.553269,279,NC,ROCKY MOUNT,north carolina
27921,36.352062,-76.187929,279,NC,ROCKY MOUNT,north carolina
27922,36.316755,-76.84221,279,NC,ROCKY MOUNT,north carolina
27923,36.396245,-75.931116,279,NC,ROCKY MOUNT,north carolina
27924,36.168447,-76.832521,279,NC,ROCKY MOUNT,north carolina
27925,35.856141,-76.193837,279,NC,ROCKY MOUNT,north carolina
27926,36.505115,-76.604925,279,NC,ROCKY MOUNT,north carolina
27927,36.341348000000004,-75.852576,279,NC,ROCKY MOUNT,north carolina
27928,35.824539,-76.438656,279,NC,ROCKY MOUNT,north carolina
27929,36.433134,-75.988221,279,NC,ROCKY MOUNT,north carolina
27932,36.100786,-76.610814,279,NC,ROCKY MOUNT,north carolina
27935,36.431079,-76.868092,279,NC,ROCKY MOUNT,north carolina
27936,35.239423,-75.564581,279,NC,ROCKY MOUNT,north carolina
27937,36.504334,-76.780733,279,NC,ROCKY MOUNT,north carolina
27938,36.384296,-76.716,279,NC,ROCKY MOUNT,north carolina
27939,36.238431,-75.843084,279,NC,ROCKY MOUNT,north carolina
27941,36.102528,-75.816896,279,NC,ROCKY MOUNT,north carolina
27942,36.297368,-76.750654,279,NC,ROCKY MOUNT,north carolina
27943,35.224432,-75.678903,279,NC,ROCKY MOUNT,north carolina
27944,36.173431,-76.421264,279,NC,ROCKY MOUNT,north carolina
27946,36.363435,-76.601536,279,NC,ROCKY MOUNT,north carolina
27947,36.216959,-75.891578,279,NC,ROCKY MOUNT,north carolina
27948,36.019229,-75.692172,279,NC,ROCKY MOUNT,north carolina
27949,36.108909,-75.760514,279,NC,ROCKY MOUNT,north carolina
27950,36.509694,-75.996382,279,NC,ROCKY MOUNT,north carolina
27953,35.779985,-75.881366,279,NC,ROCKY MOUNT,north carolina
27954,35.910154,-75.677781,279,NC,ROCKY MOUNT,north carolina
27956,36.401576,-76.000725,279,NC,ROCKY MOUNT,north carolina
27957,36.066297,-76.759059,279,NC,ROCKY MOUNT,north carolina
27958,36.484298,-76.13835,279,NC,ROCKY MOUNT,north carolina
27959,35.886943,-75.606402,279,NC,ROCKY MOUNT,north carolina
27960,35.073231,-75.998527,279,NC,ROCKY MOUNT,north carolina
27962,35.790464,-76.744743,279,NC,ROCKY MOUNT,north carolina
27964,36.083046,-75.806214,279,NC,ROCKY MOUNT,north carolina
